0038.co.jp.axfr:@ "v=spf1 include:spf.mail-cp.com ~all"
thinkrc.com.axfr:@ "v=spf1 ip4:205.134.237.128/26 include:spf.ess.barracudanetworks.com ip4:192.241.237.100 -all"
thinksns.com.axfr:@ "v=spf1 include:spf.mail.qq.com ~all"
thirteen.org.axfr:lists "v=spf1 a mx ip4:72.43.129.0/24 ip4:66.9.5.0/24 ip4:38.94.171.0/24 +include:outboundmail.convio.net ~all"
thirteen.org.axfr:mailer "v=spf1 a -all"
thirteen.org.axfr:@ "v=spf1 a mx ip4:72.43.129.0/24 ip4:66.9.5.0/24 ip4:38.94.171.0/24 include:outboundmail.convio.net include:outlook.com ~all"
thisgirlslifeblog.com.axfr:@ "v=spf1 a mx a:mail.orangegeek.net mx:mail.orangegeek.net ip4:208.67.187.164 ?all"
thoidaicongnghe.vn.axfr:@ "v=spf1 a mx ~all"
thoitrangpho.vn.axfr:@ "v=spf1 a mx ~all"
thoitrangtichtac.com.axfr:@ "v=spf1 a mx ~all"
thoitrangtichtac.com.axfr:@ "v=spf1 include:amazonses.com ~all"
thoitrangtichtac.com.axfr:@ "v=spf1 include:amazonses.com include:_spf.google.com -all"
thokuppu.com.axfr:@ "v=spf1 ip4:69.167.168.194 a mx ?all"
thomasmore.be.axfr:student "v=spf1 include:spf.protection.outlook.com include:_spf.google.com -all"
thomasmore.be.axfr:@ "v=spf1 mx ip4:134.58.240.1/23 ip4:193.190.63.128/26 ip4:193.191.150.0/26 ip4:193.190.124.15 ip4:193.191.186.128/26 ip6:2a02:2c40:0:c0::25:0/112 include:spf.protection.outlook.com -all"
thomas-ritter-reisen.de.axfr:@ "v=spf1 a mx ip4:91.199.247.0/24 -all"
thomasvilleschools.org.axfr:@ "v=spf1 a mx ~all"
thomsonmedical.com.axfr:@ "v=spf1 include:spf.mandrillapp.com ?all"
thongay.vn.axfr:@ "v=spf1 a mx ~all"
thotrach.vn.axfr:@ "v=spf1 a mx ~all"
thpt-nguyenbinhkhiem-cs.edu.vn.axfr:@ "v=spf1 a mx ~all"
thptnxo.edu.vn.axfr:@ "v=spf1 include:_spf.google.com ~all"
threefast.com.axfr:ganar "v=spf1 +a +mx +ip4:209.59.140.98 +include:threefast.ip-zone.com ~all"
threefast.com.axfr:@ "v=spf1 +a +mx +ip4:209.59.140.98 +include:threefast.ip-zone.com ~all"
threem-design.com.axfr:@ "v=spf1 ip4:157.112.152.30 include:1lejend.com ~all"
thrifty.com.au.axfr:e "v=spf1 include:_spf.sd-svc.net a mx ~all"
thriftynickel.com.axfr:@ "v=spf1 ip4:204.49.113.28 -all"
thrivethemes.com.axfr:@ "v=spf1 +a +mx +ip4:50.28.48.163 +include:spf.mtasv.net ?all"
thr.ru.axfr:@ "v=spf1 mx ip4:81.23.9.218 ip4:109.73.3.117 ~all"
ths-net.jp.axfr:@ "v=spf1 mx +ip4:210.227.42.222 +ip4:203.191.233.167 +ip4:203.191.233.246 +ip4:203.191.233.247 +ip4:114.179.96.71 ~all"
thty.net.axfr:@ "v=spf1 include:hotmail.com ~all"
thuanviet.com.vn.axfr:@ "v=spf1 a mx ip4:113.161.106.145/29 ip4:118.69.228.249/29 ip4:113.161.91.212 ip4:113.161.77.245 ~all"
thuduchouse.com.axfr:@ "v=spf1 +a +mx +ip4:118.69.121.44 ~all"
thuenhasg.com.axfr:@ "v=spf1 a mx ~all"
thumbsup.in.th.axfr:@ "v=spf1 a mx ip4:122.155.187.101 ~all"
thumbzilla.space.axfr:@ "v=spf1 ip4:198.105.209.216 a mx ~all"
thuocbothan.vn.axfr:@ "v=spf1 a mx ~all"
thuonghieuuytin.org.axfr:@ "v=spf1 a mx ~all"
thuonghieuviet.edu.vn.axfr:@ "v=spf1 a mx ~all"
thuongmua.com.axfr:@ "v=spf1 a mx ~all"
thuquantruyen.com.axfr:@ "v=spf1 a mx ~all"
thuviensachnoi.vn.axfr:@ "v=spf1 a mx ~all"
thyroid.ca.axfr:@ "v=spf1 mx a -all"
tiagopassos.com.axfr:blog "v=spf1 +a +mx +ip4:74.81.78.146 ?all"
tiagopassos.com.axfr:sobreengenhariadesoftware "v=spf1 +a +mx +ip4:74.81.78.146 ?all"
tiagopassos.com.axfr:tiagopassos "v=spf1 +a +mx +ip4:74.81.78.146 ?all"
tiagopassos.com.axfr:@ "v=spf1 +a +mx +ip4:74.81.78.146 ?all"
tiamonline.com.axfr:@ "v=spf1 a mx ip4:185.50.39.160 ~all"
tiande-moscow.ru.axfr:@ "v=spf1 redirect=_spf.mail.ru"
tiande.ru.axfr:mail "v=spf1 redirect=nicmail.ru"
tiande.ru.axfr:@ "v=spf1 redirect=nicmail.ru"
tiaradiadem.com.axfr:@ "v=spf1 +a +mx +ip4:104.245.36.112 ~all"
tiaras.jp.axfr:smtp "v=spf1 ip4:59.159.67.224/28 ip4:183.180.29.248/29 ip4:61.120.10.240/29 include:spf.autiaras.com ~all"
tiaras.jp.axfr:toraya "v=spf1 ip4:59.159.67.224/28 ip4:183.180.29.248/29 ip4:61.120.10.240/29 include:spf.autiaras.com ~all"
tiaras.jp.axfr:@ "v=spf1 ip4:59.159.67.224/28 ip4:183.180.29.248/29 ip4:61.120.10.240/29 include:spf.autiaras.com ~all"
tibabux.ir.axfr:@ "v=spf1 a mx ip4:185.4.30.250 ~all"
tibbo.com.axfr:@ "v=spf1 a mx ip4:93.174.104.89 ip4:93.174.104.90 ip4:93.174.106.102 ip4:59.120.38.34 ip4:219.80.248.168 ip4:198.27.83.109 ip6:2607:5300:60:246d::1 ~all"
tibettherapy.com.hk.axfr:@ "v=spf1 a mx ip4:180.188.192.121 ~all"
tibf.ir.axfr:@ "v=spf1 a mx ip4:130.185.74.17 ~all"
tibia.net.pl.axfr:mailing "v=spf1 a mx ip4:94.40.59.3 ip4:85.232.244.215 -all"
tibia.net.pl.axfr:@ "v=spf1 a mx ip4:94.40.59.3 ip4:85.232.244.215 -all"
ticaret.edu.tr.axfr:@ "v=spf1 ip4:88.255.149.210 ip4:88.255.149.211 mx:antispam.ticaret.edu.tr mx:smtpguard.ticaret.edu.tr a:ticaret.edu.tr +all"
ticinolibero.ch.axfr:@ "v=spf1 a mx ip4:89.19.225.196 ip4:89.19.225.196 ~all"
tickerforum.org.axfr:@ "v=spf1 a mx ip4:70.169.168.98 -all"
ticketbase.ru.axfr:@ "v=spf1 redirect=_spf.yandex.ru"
ticket-bz.com.axfr:@ "v=spf1 +mx +ip4:202.32.140.11/32 ip4:202.32.140.97 ip4:202.32.140.98 include:spf.bserver.jp include:oem107.bserver.jp ~all"
ticketcharter724.com.axfr:@ "v=spf1 a mx ip4:5.61.30.107 ~all"
ticket.dk.axfr:@ "v=spf1 include:carmamail.com include:trustpilotservice.com ~all"
ticket-every.jp.axfr:stg "v=spf1 +ip4:202.32.140.0/25 include:spf.bserver.jp include:oem107.bserver.jp ~all"
ticket-every.jp.axfr:@ "v=spf1 +ip4:202.32.140.11/32 ip4:202.32.140.97 ip4:202.32.140.98 ip4:202.32.140.23 ip4:210.130.202.0/24 ip4:210.251.91.160 include:spf.bserver.jp include:oem107.bserver.jp ~all"
ticket.fi.axfr:@ "v=spf1 include:carmamail.com include:trustpilotservice.com ~all"
ticketindonesia.info.axfr:@ "v=spf1 a mx include:lico.nl +all"
ticket.no.axfr:@ "v=spf1 include:_spf.staysecuregroup.com include:carmamail.com include:trustpilotservice.com include:spf.mandrillapp.com ~all"
ticketportal.cz.axfr:@ "v=spf1 mx a ip4:217.195.161.2 ip4:82.113.63.117 a:mail.ticketportal.cz a:mail1.ticketportal.cz include:spf.mandrillapp.com ~all"
ticketportal.sk.axfr:@ "v=spf1 a mx ip4:217.67.26.251 ip4:82.208.27.73 a:mail.denax.sk a:darmas.denax.sk a:zoar.denax.sk ~all"
ticketpro.by.axfr:@ "v=spf1 include:spf.unisender.com ip4:80.188.21.80 ip4:80.1.188.21.72 ip4:213.151.79.132 include:_spf.yandex.ru ~all"
ticket-reg.com.axfr:b "v=spf1 +mx +ip4:61.14.171.245 include:spf.bserver.jp include:oem107.bserver.jp ~all"
ticket-reg.com.axfr:c "v=spf1 +mx +ip4:61.14.171.245 include:spf.bserver.jp include:oem107.bserver.jp ~all"
ticket-reg.com.axfr:@ "v=spf1 +mx +ip4:202.32.140.11/32 ip4:202.32.140.97 ip4:202.32.140.98 include:spf.bserver.jp include:oem107.bserver.jp ~all"
tickets.co.th.axfr:travel "v=spf1 a mx ~all"
tickets.co.th.axfr:@ "v=spf1 a mx include:amazonses.com include:_spf.google.com -all"
ticket.se.axfr:@ "v=spf1 include:_spf.staysecuregroup.com include:carmamail.com include:trustpilotservice.com ~all"
ticketsthai.com.axfr:@ "v=spf1 a mx ip4:122.155.6.98 ~all"
tickettail.com.axfr:@ "v=spf1 a mx ip4:27.254.41.184 ~all"
tidningenhembakat.se.axfr:@ "v=spf1 include:spf.protection.outlook.com mx include:_spf.anpdm.com -all"
tiemposur.com.ar.axfr:@ "v=spf1 redirect=_spf.google.com"
tiendadehipica.es.axfr:@ "v=spf1 a mx ip4:164.138.210.185 ~all"
tiendanoviasybodas.com.axfr:@ "v=spf1 a mx ip4:212.34.131.50 ~all"
tiendaprado.com.axfr:@ "v=spf1 a mx ip4:164.138.211.221 ~all"
tiensmed.ru.axfr:@ "v=spf1 ip4:185.12.92.84 a mx ~all"
tierbildergalerie.com.axfr:@ "v=spf1 a mx ip4:185.87.121.178 ~all"
tierradelfuego.org.ar.axfr:@ "v=spf1 a mx -all"
tierrasinai.com.axfr:@ "v=spf1 mx -all"
tierraspolares.es.axfr:@ "v=spf1 a mx ip4:212.34.134.244 ~all"
tierrayfuego.com.axfr:@ "v=spf1 a mx a:gray5.serverhost.net include:ac1.serverhost.net ~all"
tieudungtinchap.com.axfr:@ "v=spf1 a mx ~all"
tifr.res.in.axfr:mx1 "v=spf1 a -all"
tifr.res.in.axfr:testmh "v=spf1 ip4:158.144.1.58 ip6:2406:f00:1:1::95 -all"
tifr.res.in.axfr:@ "v=spf1 ip4:158.144.0.0/16 a ptr ~all"
tiger-air.com.vn.axfr:@ "v=spf1 a mx ~all"
tigerbeat.com.axfr:@ "v=spf1 include:spf.protection.outlook.com -all"
tigercricket.com.bd.axfr:bangla "v=spf1 +a +mx +ip4:69.16.221.136 ~all"
tigercricket.com.bd.axfr:@ "v=spf1 +a +mx +ip4:69.16.221.136 ~all"
tigerlinetravel.com.axfr:@ "v=spf1 a mx ip4:203.151.20.173 ~all"
tigo.com.sv.axfr:@ "MS=ms90966911 v=spf1 include:spf.protection.outlook.com -all"
tigo.com.sv.axfr:@ "v=spf1 ip4:107.21.255.81 all redirect=portal.tigocloud.net."
tigo.com.sv.axfr:@ "v=spf1 ip4:200.85.0.60 ip4:200.85.0.53 ip4:200.85.0.83 include:spf.protection.outlook.com -all"
tiida-club.net.axfr:@ "v=spf1 a mx ip4:203.151.21.252 a:relay1.up2uhost.com a:relay2.up2uhost.com ~all"
tiinews.com.axfr:@ "v=spf1 a mx ip4:81.95.119.28 ~all"
tik.bz.axfr:@ "v=spf1 a mx ip4:104.236.44.200 ?all"
tiker.net.axfr:@ "v=spf1 a:tiker.net mx ~all"
tiketkai.com.axfr:mail "v=spf1 ip4:173.214.191.138 ip4:173.214.191.139 ip4:116.213.48.108 ip4:116.213.48.65 ip4:103.247.10.226 ip4:118.97.232.0/29 ip4:202.152.59.248/29 ip4:202.43.173.232/29 ip4:103.253.113.101 ip4:103.253.113.102 ip4:103.253.113.103 ip4:180.250.248.129/28 -all"
tiketkai.com.axfr:@ "v=spf1 ip4:173.214.191.138 ip4:173.214.191.139 ip4:116.213.48.108 ip4:116.213.48.65 ip4:103.247.10.226 ip4:118.97.232.0/29 ip4:202.152.59.248/29 ip4:202.43.173.232/29 ip4:103.253.113.101 ip4:103.253.113.102 ip4:103.253.113.103 ip4:180.250.248.129/28 -all"
tiketux.com.axfr:@ "v=spf1 redirect=_spf.mailhostbox.com ip4:118.91.130.199 ip4:118.91.130.198 ~all"
tiki-online.com.axfr:@ "v=spf1 +a +mx +ip4:203.77.234.122 ~all"
tikla.com.tr.axfr:@ "v=spf1 a mx ip4:77.223.152.45 ~all"
tiktag.ir.axfr:@ "v=spf1 a mx ip4:79.175.163.30 ~all"
tilak.ir.axfr:aftabetaban "v=spf1 +a +mx +ip4:67.225.166.59 ?all"
tilak.ir.axfr:sabrinasanat "v=spf1 +a +mx +ip4:67.225.166.59 ?all"
tilak.ir.axfr:sabrina "v=spf1 +a +mx +ip4:67.225.166.59 ?all"
tilak.ir.axfr:solargroup "v=spf1 +a +mx +ip4:67.225.166.59 ?all"
tilak.ir.axfr:ssmco "v=spf1 +a +mx +ip4:67.225.166.59 ?all"
tilak.ir.axfr:@ "v=spf1 +a +mx +ip4:67.225.166.59 ?all"
tile.expert.axfr:@ "v=spf1 include:trustpilotservice.com include:_spf.google.com ip4:136.243.132.177 -all"
timbercity.co.za.axfr:@ "v=spf1 include:_netblocks.mimecast.com ~all"
time4thinkers.com.axfr:@ "v=spf1 include:mailgun.org ~all"
time-after-time.jp.axfr:@ "v=spf1 ip4:133.242.81.115 ip4:210.188.201.200 a:web1-time.cagolab.net mx:time-after-time.jp ~all"
timebomb.co.jp.axfr:@ "v=spf1 +a +mx -all"
timecash.tk.axfr:@ "v=spf1 ip4:91.195.12.67 a mx ~all"
time-casio.ru.axfr:@ "v=spf1 ip4:136.243.94.32 include:_spf.yandex.net ~all"
timeio.ru.axfr:@ "v=spf1 ip4:178.63.47.123 a mx ~all"
timekillerz.eu.axfr:@ "v=spf1 a mx ip4:185.13.227.197 a:spf.spamexperts.axc.nl -all"
timelinecoverbanner.com.axfr:@ "v=spf1 +a +mx +ip4:204.197.242.50 ?all"
timelinecovers.pro.axfr:@ "v=spf1 +a +mx +ip4:69.16.243.150 ~all"
timelog.jp.axfr:@ "v=spf1 +ip4:27.134.252.246 +ip4:36.55.244.13 ~all"
time-namaz.ru.axfr:@ "v=spf1 ip4:31.41.40.16 a mx ~all"
timenow.in.ua.axfr:@ "v=spf1 ip4:185.14.28.62 a mx ~all"
times.co.sz.axfr:@ "v=spf1 ip4:196.28.7.0/24 ip4:196.37.91.0/24 ip4:196.26.86.0/24 ip4:41.204.0.0/19 mx ?all"
timeslipssupport.com.axfr:@ "v=spf1 ip4:67.225.164.216 +a +mx +ip4:69.16.199.97 ?all"
timesnow.tv.axfr:@ "v=spf1 include:spf.protection.outlook.com ~all"
timesrecord.com.axfr:@ "v=spf1 include:emailsrvr.com ip4:173.231.129.26 ip4:54.165.187.156 ~all"
timetochange.ir.axfr:@ "v=spf1 a mx ip4:31.25.89.55 ~all"
timetrend.pl.axfr:@ "v=spf1 ip4:217.17.44.192/27 ip4:217.17.47.128/27 ip4:80.50.231.134 ip4:212.244.58.230 ip4:212.244.58.234 mx ptr -all"
timeua.info.axfr:@ "v=spf1 ip4:46.28.67.134 a mx ~all"
timewellspentgames.com.axfr:admin "v=spf1 +a +mx +ip4:216.227.218.240 ~all"
timewellspentgames.com.axfr:dev "v=spf1 +a +mx +ip4:216.227.218.240 ~all"
timewellspentgames.com.axfr:static "v=spf1 +a +mx +ip4:216.227.218.240 ~all"
timewellspentgames.com.axfr:vinyls "v=spf1 +a +mx +ip4:216.227.218.240 ~all"
timewellspentgames.com.axfr:@ "v=spf1 +a +mx +ip4:216.227.218.240 ~all"
timewellspentgames.com.axfr:www2 "v=spf1 +a +mx +ip4:216.227.218.240 ~all"
timewellspentgames.com.axfr:zen "v=spf1 +a +mx +ip4:216.227.218.240 ~all"
timkiemthuonghieu.net.axfr:@ "v=spf1 a mx ~all"
timsanpham.com.axfr:@ "v=spf1 a mx ~all"
timway.com.axfr:mailadmin "v=spf1 mx a ip4:202.181.171.90 ip4:202.181.171.91 -all"
timway.com.axfr:mailtest "v=spf1 mx include:chu.timway.com -all"
tinasoft.com.axfr:@ "v=spf1 a mx -all"
tinaztepehastanesi.com.tr.axfr:@ "v=spf1 a mx ip4:94.73.133.154 ~all"
tindersex.nl.axfr:@ "v=spf1 a mx ip4:81.171.34.21 ~all"
tinhdautram.vn.axfr:@ "v=spf1 a mx ~all"
tinhdautram.vn.axfr:@ "v=spf1" "a" "mx" "~all"
tinkhuyenmaihot.com.axfr:@ "v=spf1 a mx ~all"
tinmientrung.com.axfr:@ "v=spf1 a mx ~all"
tinmua24h.com.axfr:@ "v=spf1 a mx ip4:54.169.124.225 ~all"
tinnhanhthethao.vn.axfr:@ "v=spf1 a mx ~all"
tinrao247.com.axfr:@ "v=spf1 include:_spf.google.com ~all"
tinrao247.net.axfr:@ "v=spf1 a mx ~all"
tinraovat.net.axfr:@ "v=spf1 a mx ~all"
tins.ir.axfr:tins.ir "v=spf1" "mx" "ip4:81.90.152.61" "mx:exchange.tins.ir" "-all"
tintaamarilla.es.axfr:@ "v=spf1 a mx ip4:5.79.73.217 ip4:5.79.73.218 ~all"
tinthethao365.com.vn.axfr:@ "v=spf1 a mx ~all"
tintucgioitre.vn.axfr:@ "v=spf1 a mx ~all"
tintucmientay.com.vn.axfr:@ "v=spf1 a mx ~all"
tintuc.vn.axfr:@ "v=spf1 a mx ip4:123.30.50.53 ip4:123.30.50.67 ~all"
tinurl.net.axfr:@ "v=spf1 ip4:37.48.120.151 a mx ~all"
tinypussytube.com.axfr:@ "v=spf1 a mx ip4:62.210.102.239 ~all"
tinysextube.com.axfr:@ "v=spf1 a mx ip4:62.210.102.239 ~all"
tipa.co.il.axfr:@ "v=spf1 a mx include:activetrail.com ip4:185.18.205.74 -all"
tipbet.com.axfr:@ "v=spf1 +a +mx +ip4:185.89.239.254/32 +ip4:83.141.62.66/32 +ip4:185.8.177.198/32 +a:control.platingaming.net +ptr:control.platingaming.net +ptr:tipbet.com -all"
tipbet.net.axfr:@ "v=spf1 +a +mx +ip4:185.8.177.244/32 +ip4:185.8.177.242/32 +ip4:185.8.177.243/32 +ip4:185.8.177.198/32 +a:control.platingaming.net +ptr:control.platingaming.net -all"
tipclouds.com.axfr:@ "v=spf1 +a +mx +ip4:37.187.158.189 ~all"
tipdev.pl.axfr:@ "v=spf1 a mx ip4:5.9.5.210 ~all"
tipin.ir.axfr:@ "v=spf1 a mx ip4:94.23.210.148 ~all"
tiplix.com.axfr:@ "v=spf1 include:spf.protection.outlook.com -all"
tipodrom.com.axfr:tipodrom.com "v=spf1 a:87.237.204.199 mx:mail.tipodrom.com ~all"
tipsguy.com.axfr:@ "v=spf1 a mx ip4:95.85.54.194 ?all"
tipsiam.com.axfr:@ "v=spf1 a mx ip4:150.107.31.56 ~all"
tipsquirrel.com.axfr:pixeledit "v=spf1 +a +mx +ip4:185.4.48.18 ?all"
tipsquirrel.com.axfr:@ "v=spf1 +a +mx +ip4:185.4.48.18 ?all"
tipsza.com.axfr:@ "v=spf1 a mx ip4:103.27.200.110 ~all"
tiptravel.sk.axfr:@ "v=spf1 ip4:95.168.201.89 ip4:95.168.201.126/25 ip4:81.89.56.112 ip4:5.9.244.27 ip6:2a01:4f8:160:4448::244:27 ip6:2a01:390:4:0:226:9eff:fe82:7cd5/64 ip4:176.9.162.210 ip6:2a01:4f8:160:4448:176:9:162:210 ~all"
tiranabank.al.axfr:@ "v=spf1 mx a ~all"
tirana.gov.al.axfr:@ "v=spf1 mx mx:mail.tirana.gov.al ~all"
tirebusiness.com.axfr:@ "v=spf1 include:spf.crain.com ~all"
tiritiri.pl.axfr:@ "v=spf1 a mx ptr ip4:185.38.248.202 -all"
tirolesa.com.br.axfr:@ "v=spf1 a:mx.studioalpha.com.br a:studioalpha.com.br include:studioalpha.com.br -all"
tirupur.com.axfr:@ "v=spf1 ip4:67.227.164.229 +a +mx +ip4:50.28.14.4 ~all"
tiscover.com.axfr:foto "v=spf1 include:hotmail.com ~all"
tiscover.com.axfr:test2 "v=spf1 ip4:213.61.69.122/32 ip4:193.169.180.0/23 ip4:212.45.106.160/27 ip4:91.229.178.0/23 -all"
tiscover.com.axfr:@ "v=spf1 a mx ip4:194.153.190.226 ip4:193.108.138.132 ip4:194.153.190.23 ip4:194.153.190.227 ip4:213.90.36.101 ip6:fe80::80e9:c1e7:a17a:c592 ip6:fe80::5c4b:dd5b:e00f:4418 a:hrs.de a:hrs.com include:veinteractive.biz -all"
tisparkle.com.axfr:@ "v=spf1 redirect=_spf.telecomitalia.it"
tissot-scs.com.axfr:@ "v=spf1 a mx a:tissot-scs.com ip4:188.40.82.135 ip4:5.9.146.27 ip4:5.9.151.41 ip4:178.63.61.249 ip4:188.40.82.135 ip4:46.4.17.202 ip4:46.4.20.141 ?all"
titanime.com.axfr:@ "v=spf1 mx -all"
title.vn.axfr:@ "v=spf1 a mx ~all"
titlis.ch.axfr:pim "v=spf1 include:mailgun.org ~all"
titonet.com.axfr:@ "v=spf1 ip4:85.31.129.0/24 ip4:84.77.247.137 a mx ~all"
titsintops.com.axfr:@ "v=spf1 mx a ip4:66.154.0.169/32 ip4:69.61.54.139/32 ip4:69.61.54.138/32 ~all"
titus2homemaker.com.axfr:arrayedlikelilies "v=spf1 +a +mx +ip4:67.227.172.180 ?all"
titus2homemaker.com.axfr:diyunitstudies "v=spf1 +a +mx +ip4:67.227.172.180 ?all"
titus2homemaker.com.axfr:giftguide "v=spf1 +a +mx +ip4:67.227.172.180 ?all"
titus2homemaker.com.axfr:homeworksbest "v=spf1 +a +mx +ip4:67.227.172.180 ?all"
titus2homemaker.com.axfr:naturally-holistically "v=spf1 +a +mx +ip4:67.227.172.180 ?all"
titus2homemaker.com.axfr:partiesforreal "v=spf1 +a +mx +ip4:67.227.172.180 ?all"
titus2homemaker.com.axfr:recipes "v=spf1 +a +mx +ip4:67.227.172.180 ?all"
titus2homemaker.com.axfr:store "v=spf1 +a +mx +ip4:67.227.172.180 ?all"
titus2homemaker.com.axfr:styleforeverybody "v=spf1 +a +mx +ip4:67.227.172.180 ?all"
titus2homemaker.com.axfr:unitstudies "v=spf1 +a +mx +ip4:67.227.172.180 ?all"
titus2homemaker.com.axfr:votenoevil "v=spf1 +a +mx +ip4:67.227.172.180 ?all"
titus2homemaker.com.axfr:@ "v=spf1 +a +mx +ip4:67.227.172.180 ?all"
tiu11.org.axfr:@ "v=spf1 mx mr.tiu11.org include:_spf.google.com ~all"
tiuli.com.axfr:@ "v=spf1 a mx ip4:84.94.232.128 ?all"
tivibo.com.axfr:@ "v=spf1 a mx ip4:5.9.13.76 ~all"
tiviset.ru.axfr:@ "v=spf1 a mx ip4:78.46.41.138 ~all"
tivix.net.axfr:@ "v=spf1 ip4:162.244.32.146 a mx ~all"
tivix.net.axfr:@ "v=spf1 ip4:31.148.219.188 a mx ~all"
tivix.net.axfr:@ "v=spf1 ip4:31.148.220.178 a mx ~all"
tivort.com.axfr:@ "v=spf1 a mx ip4:213.229.152.160/27 ip4:79.125.104.6 include:gmail.com -all"
tivort.com.axfr:@ "v=spf1 ip4:213.229.152.160/27 include:gmail.com -all"
tj-beauty.com.axfr:@ "v=spf1 a mx ip4:103.11.102.7 ~all"
tjdixon.com.axfr:@ "v=spf1 +a +mx +ip4:212.48.84.224 ~all"
tjdixon.com.axfr:@ "v=spf1 include:spf.protection.outlook.com -all"
tjed.org.axfr:@ "v=spf1 +a +mx include:aspmx.googlemail.com ~all"
tjonline.ru.axfr:@ "v=spf1 ip4:195.14.96.0/23 include:spf.unisender.com ~all"
tjorhom.no.axfr:@ "v=spf1 ip4:178.164.11.108 a mx ip4:178.164.11.108 ?all"
tjrr.jus.br.axfr:tjrr.jus.br "v=spf1 ip4:200.242.91.128/24 a mx prt include:mail.tjrr.jus.br -all"
tjufe.edu.cn.axfr:stu "v=spf1 include:spf.163.com -all"
tjufe.edu.cn.axfr:@ "v=spf1 include:spf.163.com -all"
tk.ac.kr.axfr:@ "v=spf1 include:_spf.google.com ip4:210.106.88.61 ip4:220.66.253.13 ip4:210.106.88.26 ip4:210.106.88.28 ip4:210.106.88.27 ip4:210.106.88.1 ~all"
tkaniny-hurtownia.pl.axfr:guziki-hurt "v=spf1 ip4:91.185.186.155 a mx ip4:178.33.228.225 ip4:87.98.233.140 ip4:87.98.234.241 ip4:188.165.165.96/28 ~all"
tkaniny-hurtownia.pl.axfr:katalog "v=spf1 ip4:91.185.186.155 a mx ip4:178.33.228.225 ip4:87.98.233.140 ip4:87.98.234.241 ip4:188.165.165.96/28 ~all"
tkaniny-hurtownia.pl.axfr:latkyobchod "v=spf1 ip4:91.185.186.155 a mx ip4:178.33.228.225 ip4:87.98.233.140 ip4:87.98.234.241 ip4:188.165.165.96/28 ~all"
tkaniny-hurtownia.pl.axfr:tkaninysklep1 "v=spf1 ip4:91.185.186.155 a mx ip4:178.33.228.225 ip4:87.98.233.140 ip4:87.98.234.241 ip4:188.165.165.96/28 ~all"
tkaniny-hurtownia.pl.axfr:tkaninysklep "v=spf1 ip4:91.185.186.155 a mx ip4:178.33.228.225 ip4:87.98.233.140 ip4:87.98.234.241 ip4:188.165.165.96/28 ~all"
tkaniny-hurtownia.pl.axfr:@ "v=spf1 ip4:91.185.186.155 a mx ip4:178.33.228.225 ip4:87.98.233.140 ip4:87.98.234.241 ip4:188.165.165.96/28 ~all"
tkaninysklep.pl.axfr:hurt "v=spf1 ip4:91.185.186.155 a mx ip4:178.33.228.225 ip4:87.98.233.140 ip4:87.98.234.241 ip4:188.165.165.96/28 ~all"
tkaninysklep.pl.axfr:@ "v=spf1 ip4:91.185.186.155 a mx ip4:178.33.228.225 ip4:87.98.233.140 ip4:87.98.234.241 ip4:188.165.165.96/28 ~all"
tkbtrading.com.axfr:dev "v=spf1 a mx ip4:69.167.134.72 ?all"
tkbtrading.com.axfr:mixupyourmakeup "v=spf1 a mx ip4:69.167.134.72 ?all"
tkbtrading.com.axfr:mymixcosmetics "v=spf1 a mx ip4:69.167.134.72 ?all"
tkbtrading.com.axfr:@ "v=spf1 a mx ip4:69.167.134.72 ?all"
tkd.org.tr.axfr:@ "v=spf1 mx a ptr ip4:192.81.222.221/32 include:_spf.google.com ~all"
tke.org.axfr:@ "v=spf1 mx a:mail.tke.org ~all"
tks.ru.axfr:IN.w1 "v=spf1 +a +mx ?all"
tks.ru.axfr:@ "v=spf1 +a +mx ?all"
tks.ru.axfr:w1 "v=spf1 +a +mx ?all"
tktadventureshop.com.axfr:@ "v=spf1 a mx ip4:61.47.40.10 ~all"
tkts.co.uk.axfr:@ "v=spf1 ip4:92.51.176.0/24 ip4:92.51.177.0/24 ip4:94.186.161.0/24 ip4:94.186.192.0/24 ip4:174.36.154.0/24 ip4:208.43.37.0/24 ip4:208.70.88.0/22 ip4:81.6.198.122 ?all"
tkxel.com.axfr:@ "v=spf1 include:_spf.google.com include:aspmx.pardot.com ~all"
tky-sacred-heart.ed.jp.axfr:s "v=spf1 include:_spf.google.com ~all"
tky-sacred-heart.ed.jp.axfr:@ "v=spf1 a:thyme.tky-sacred-heart.ed.jp include:_spf.google.com ~all"
tlahui.com.axfr:@ "v=spf1 ip4:69.65.19.184 a mx ip4:69.65.19.184 ?all"
tlcdirect.org.axfr:@ "v=spf1 ip4:208.65.144.0/21 ip4:208.81.64.0/21 ip4:206.18.101.128/26 ip4:206.18.106.240/27 ip4:206.18.123.0/26 ip4:72.43.190.238 ip4:72.43.190.238 ip4:72.43.190.238 ip4:209.216.229.0/25 mx ~all"
t-l.ch.axfr:@ "v=spf1 ip4:193.247.130.253 ip4:164.128.36.32 include:spf.protection.outlook.com include:sendgrid.net ~all"
tldregistrarsolutions.com.axfr:spf "v=spf1 ip4:107.6.13.100 ip4:212.18.250.206 ip4:212.18.250.175 a:mail-8.lax.us.centralnic.net a:mail-10.bfn.uk.centralnic.net -all"
